identity,vote_identity,name,rank,activated_stake,stake_weight,stake_ratio,commission,is_jito,jito_commission_bps,version,delinquent,skip_rate,wiz_skip_rate,vote_success,uptime,wiz_score,above_halt_line,first_epoch_with_stake,first_epoch_distance,ip_city,ip_country,ip_asn,ip_org,asn_concentration,tpu_ip,tpu_ip_concentration,city_concentration,epoch,apy_estimate,staking_apy,jito_apy,total_apy,description,website
9eGrDohdNTAo61DRHyfMuqKWXqYnA3i254Wiszxe8FoY,CvSb7wdQAFpHuSpTYTJnX5SYH4hCfQ9VuGnqrKaKwycB,Galaxy,638,6680973.184665928,1.57,0.4114,5,True,2500.0,0.819.30111,False,0.0,0.0,99.5,99.98,51.91,True,536.0,420,London,United Kingdom,AS400963,Galaxy Digital LP,1.87,86.54.152.249,0.0,6.92,956,5.71,5.68,0.08,5.76,Bespoke crypto and blockchain solutions for a digitally native ecosystem.,https://galaxy.com/staking
722RdWmHC5TGXBjTejzNjbc8xEiduVDLqZvoUGz6Xzbp,EXhYxF25PJEHb3v5G1HY8Jn8Jm7bRjJtaxEghGrUuhQw,Solflare,639,1458278.960344128,0.34,0.0898,6,True,10000.0,3.1.11,False,0.0,0.0,99.68,99.96,51.86,False,150.0,806,Amsterdam,Netherlands,AS20326,TeraSwitch,33.58,63.254.166.74,6.36,19.36,956,5.65,5.68,0.0,5.68,"Earn more SOL by staking with Solflare, the first Solana wallet and the most trusted staking solution. Join the Solana community which has staked more than 20% of all SOL through Solflare and do your part in securing the network. Thank you!",https://solflare.com
BGAjnivVWqLqByqCVT9dSyPUFicvyJrz7vRvrvui3SEk,8LMatbjxgUW1S7CyuBhGk89BC9vhRzCRLwtXbyJru4Qi,,640,612278.06996993,0.14,0.0377,1,True,100.0,3.1.11,False,0.0,0.0,99.33,99.97,51.79,False,909.0,47,Frankfurt,Germany,AS20326,TeraSwitch,33.78,63.254.166.74,6.56,26.05,956,5.96,5.99,0.11,6.1,,
BkoS26vBuaXnSowACdChi4WKid8UwmuPNhEJWa8KsLHd,CKYFpKErmUn75nS3uNcNCPXUxWSpuBqbwMM3QnwPEFHX,,641,3405867.6846293844,0.8,0.2097,8,True,800.0,3.1.11,False,0.0,0.0,99.5,100.0,51.61,False,755.0,201,Frankfurt,Germany,AS16509,A100 Row GmbH,2.65,18.195.159.45,0.0,25.4,956,5.53,5.54,0.1,5.64,,
BfgMdL4FaNHp5zZpD7WMYG5sZUrCWQPEjXDwWS7M5q3F,BT8LZUvQVwFHRGw2Dwv7UeqDUq7btfjegLpuz5bwgziD,,642,377218.345009435,0.09,0.0232,0,True,0.0,3.1.8,False,6.25,6.25,99.13,100.0,51.54,False,744.0,212,Amsterdam,Netherlands,AS55285,Serverside.com,0.81,172.82.89.163,0.0,19.61,956,6.0,6.02,0.11,6.13,,
2bpfa8JbFfZUGUsedDsemu6vQUxbhcEM8ALSH3PgXd2d,Gar9q7Ru2sKfVxFnR5xmV8GieJeUSTp7Uf3ixai9BQKS,EAC,643,29203.575621866003,0.01,0.0018,5,True,800.0,3.1.12,False,0.0,0.0,99.5,87.08,50.79,False,878.0,78,Tuusula,Finland,AS60414,NETINCH ROUTING NET,0.01,89.44.211.20,0.0,0.01,956,5.71,5.74,0.1,5.84,,
7cVfgArCheMR6Cs4t6vz5rfnqd56vZq4ndaBrY5xkxXy,FQwewNXahV7MiZcLpY6p1xhUs2acVGQ3U5Xxc7FzV571,Blockdaemon 🧱👿 Validator,644,2960805.2828021822,0.7,0.1823,6,True,600.0,3.1.11,False,0.0,0.0,99.5,99.96,50.78,False,101.0,855,Amsterdam,Netherlands,AS20326,TeraSwitch,33.23,64.130.42.70,0.0,19.01,956,5.65,5.63,0.1,5.73,"Blockdaemon is the most battle-tested node provider for 70+ protocols, allowing for an easy way to receive optimized rewards while minimizing risk and supporting the network.",https://blockdaemon.com
CfgRXmp1LEYr97EaT2RyoL2cSvtWgJh52Bes89RxVSoW,g5kwi5sFXQTx26jwetYK97ytvx1WpA1RWuQ82Afdzyn,Blockman,645,1348403.331070398,0.32,0.083,0,True,0.0,3.1.13,False,0.0,0.0,99.51,100.0,50.62,False,793.0,163,Frankfurt,Germany,AS20326,TeraSwitch,33.61,64.130.57.242,5.72,25.88,956,6.02,6.05,0.11,6.16,,
5RvfTSowms7BTYaBj8SxVjj7ELAAKdQadKsuNpmBAwCs,C89gGyN6Q4N47bg5kZWGYVc3P1x3rYaHbpG3EjSLeEx3,,646,663188.777869391,0.16,0.0408,3,True,300.0,3.1.13,False,0.0,0.0,99.68,100.0,50.32,False,809.0,147,Frankfurt,Germany,AS20326,TeraSwitch,33.77,64.130.41.137,5.58,26.04,956,5.83,5.86,0.11,5.97,,
huinBRP3muBuqZLMW8ARjdn4mBnEmFFcxiBzrkQz553,G1juWDqojmp5CWDhgRqtXrtpAFw9xqhjmEQAKr9faf4V,Huisky Staking | sol to ,647,32520.954373493,0.01,0.002,5,True,0.0,3.1.13,False,0.0,0.0,99.36,99.73,49.91,False,616.0,340,Frankfurt,Germany,AS395201,Allnodes Inc.,6.66,64.130.57.242,6.03,26.19,956,5.71,5.68,0.11,5.79,Support Solana Decentralization | IBRL | Firedancer,https://huisky.xyz
FNKgX9dYUhYQFRTM9bkeKoRpsyEtZGNMxbdQLDzfqB8a,AaVsZUEnrHUZoXC2oVgTY3GF5GGhzCTBGrjpBtuUWy1H,Coinbase 04,648,3685455.682333324,0.87,0.2269,8,True,800.0,3.1.13,False,0.0,0.0,99.5,100.0,49.5,False,766.0,190,Amsterdam,Netherlands,AS20326,TeraSwitch,33.06,64.130.42.138,4.22,18.83,956,5.53,5.53,0.1,5.63,"Coinbase maintains world-class, enterprise-grade staking infrastructure across multiple networks with zero slashing events and a 99% uptime guarantee.",https://coinbase.com/staking
rsbp8zMHbGCpLoRktmsjspYv77VcjxAzH1KxPCD9BiU,R4spmF6oFW6wMQHv9L3PCEKumkspN3nveQihWyDAdRy,Albert is Great,649,256889.01322402002,0.06,0.0158,5,True,1000.0,3.1.13,False,0.0,0.0,99.53,99.88,49.1,False,775.0,181,Frankfurt,Germany,AS20326,TeraSwitch,33.87,64.130.40.172,0.0,26.14,956,5.71,5.71,0.1,5.81,,
BULKzVM41WAyQZfL34vxqdsYwEYH9mJAJyzRS4xraf8b,BULKEEKf9Hjy4nwCthjzheEk4joH23LLXttAHjqEZmB2,BULK,650,232561.78096658303,0.05,0.0143,0,True,0.0,3.1.10,False,0.0,0.0,99.23,98.75,48.91,False,869.0,87,Frankfurt,Germany,AS20326,TeraSwitch,33.87,64.130.32.181,0.0,26.14,956,5.99,6.0,0.11,6.11,One Exchange. Infinite Markets.,https://www.bulk.trade
Fd7btgySsrjuo25CJCj7oE7VPMyezDhnx7pZkj2v69Nk,CcaHc2L43ZWjwCHART3oZoJvHLAe9hzT2DJNUpBzoTN1,Figment,651,16240623.825554457,3.82,1.0,7,True,700.0,3.1.13,False,0.0,0.0,99.32,100.0,48.48,True,80.0,876,Toronto,Canada,AS16276,OVH Infrastructures Canada INC,2.67,72.251.11.141,0.0,0.22,956,5.59,5.61,0.1,5.71,,
HzF7Kov41YJvKNkVEepUByEP5NKG45NJTc63JUDxT7tE,F5xevmQHWX6ivnvsDRHUDtz98h5Wf9snpLhdErCp3i9t,,652,0.0021134490000000003,0.0,0.0,5,True,,3.1.13,False,0.0,0.0,99.33,100.0,48.15,False,781.0,175,Frankfurt,Germany,AS396356,Latitude.sh,7.54,185.26.10.207,0.0,26.2,956,5.71,2.84,0.11,2.95,,
mds4GEuiSgQRqveGyktWpETBFCb4AS2wDnhqwLHcT6Z,GLCrZmxWYcrGMA5uRa8mmNnQurGBL2p9zrKk9DKugSZX,,653,333581.706029169,0.08,0.0205,10,False,0.0,4.1.0-alpha.0,False,0.0,0.0,99.32,99.95,48.07,False,630.0,326,Tokyo,Japan,AS396356,Latitude.sh LTDA,7.46,189.1.164.35,0.0,1.18,956,5.4,5.41,,5.41,,
HwRia5HUmQcvundpC6iFqwfK4iVNKRSmYm1NKsrMkZBC,6jf9Hwx4ChqUpi8skCqmh7bnfTWXHXsqbfqAPHmSzPYc,Figment | Firedancer,654,2661.754505854,0.0,0.0002,7,False,0.0,0.820.30113,False,0.0,0.0,99.32,99.76,48.03,False,814.0,142,Frankfurt,Germany,AS16276,OVH GmbH,6.49,57.129.59.250,0.0,26.2,956,5.59,5.53,,5.53,Institutional Firedancer validator operated by Figment. We provide the most comprehensive staking solution for over 700 institutional clients.,https://figment.io
2icWF7TvxyycF7d1NHpMZYuJJqiRy2h7wmjFSbqUij1B,CzGLRXJXoDo9q86MpphPVNNsTgAxHvZfUfAiouWDH89M,,655,73150.020632998,0.02,0.0045,0,True,0.0,3.1.13,False,0.0,0.0,99.24,100.0,47.98,False,617.0,339,Frankfurt,Germany,AS20326,TeraSwitch,33.91,64.130.50.181,0.0,26.18,956,6.01,6.04,0.11,6.15,,
5pPRHniefFjkiaArbGX3Y8NUysJmQ9tMZg3FrFGwHzSm,DdCNGDpP7qMgoAy6paFzhhak2EeyCZcgjH7ak5u5v28m,Kiln1,656,5183565.913216562,1.22,0.3192,5,True,10000.0,3.1.13,False,0.088652482269504,0.091240875912409,99.68,100.0,47.74,True,234.0,722,Amsterdam,Netherlands,AS7979,SERVERS COM AMS1,2.21,188.42.129.244,0.0,18.48,956,5.71,5.74,0.0,5.74,"Enterprise-grade staking made easy. Stake your treasury directly, or bring staking to your users through our whitelabel product.",https://kiln.fi
AMukCLCr52XxsEjXoDxKKxjNg4FpnsReXNaQx8aR6DJF,71nnaeTyVeA4pTozAPjRuQyMydQTZCrFUkz7Pzy5tiDJ,,657,1327057.2433960652,0.31,0.0817,1,True,100.0,3.1.11,False,1.171875,1.171875,99.32,100.0,47.47,False,649.0,307,Amsterdam,Netherlands,AS20326,TeraSwitch,33.61,64.130.42.138,4.77,19.39,956,5.96,5.94,0.11,6.05,,
pitMDEaMmWmr7qP8HsNqarPQkd3jhZbLJibhhQnL5RG,BLX5PkLh7GsHaqCpLDxiW3UjxfT2GMyteVAhRZBYhCts,KitBull ✅ MEV Rewards,658,17703.694890273,0.0,0.0011,4,True,1000.0,3.1.13,False,0.0,0.0,99.53,99.11,47.44,False,648.0,308,Amsterdam,Netherlands,AS206264,Amarutu Technology LTD,1.38,63.254.166.74,6.7,19.7,956,5.77,5.67,0.1,5.77,"High-performance Solana validator focused on security, reliability, and decentralized growth. With a commitment to providing 100% validator uptime, KitBull ensures efficient transaction validation and contributes to the stability of the Solana ecosystem.",https://keybase.io/kitbull
CAo1dCGYrB6NhHh5xb1cGjUiu86iyCfMTENxgHumSve4,51JBzSTU5rAM8gLAVQKgp4WoZerQcSqWC7BitBzgUNAm,Kraken 2,659,6379737.68827079,1.5,0.3928,10,True,1000.0,3.1.11,False,0.0,0.0,99.5,100.0,47.04,True,143.0,813,London,United Kingdom,AS1072,Waverly Community Schools,0.65,64.130.63.16,3.38,6.99,956,5.4,5.36,0.1,5.46,Kraken Exchange validator,https://www.kraken.com/
777idJ8gG2cZXjc5Wvcq7RBtkvcU1TJ8WoLQSHaU8nN2,777VtXKGPmbpN2yGDAtHuAmDt2rQ7GKLnH6K8ViVv777,Sextant,660,12852.742925225,0.0,0.0008,5,True,,3.1.13,False,0.0,0.0,99.68,97.63,45.54,False,941.0,15,Santiago,Chile,AS20473,"The Constant Company, LLC",3.04,64.176.18.82,0.0,0.01,956,5.71,5.72,0.11,5.83,"Sextant brings traditional finance rigor to the intrepid world of crypto. If the only thing standing between you and high staking yields is compliant reporting, get in touch.",https://sextant.one
5ivRNcK1yThcK3koZR1oikAfuNm6rj1LceMskayoVSzc,GiJj4MFyM4sCQ1aYQRQA9tqwtZFoaBdSxgNitWjHc2o9,,661,163300.17391786602,0.04,0.0101,10,True,1000.0,3.1.11,False,0.0,0.0,99.33,99.99,44.24,False,811.0,145,Frankfurt,Germany,AS20326,TeraSwitch,33.89,198.13.140.53,0.83,26.16,956,5.4,5.43,0.1,5.53,,
J6etcxDdYjPHrtyvDXrbCkx3q9W1UjMj1vy1jBFPJEbK,8Pep3GmYiijRALqrMKpez92cxvF4YPTzoZg83uXh14pW,,662,3883482.7155258222,0.91,0.2391,0,True,0.0,3.1.11,False,0.0,0.0,99.33,100.0,44.19,True,140.0,816,Newark,United States,AS20326,TeraSwitch,33.01,198.73.57.238,1.04,0.84,956,6.02,6.05,0.11,6.16,,
EvnRmnMrd69kFdbLMxWkTn1icZ7DCceRhvmb2SJXqDo4,9QU2QSxhb24FUX3Tu2FpczXjpK3VYrvRudywSZaM29mF,Everstake,663,7372251.6735591935,1.74,0.4539,7,True,10000.0,0.820.30113,False,0.0,0.0,99.35,100.0,41.45,True,84.0,872,Frankfurt,Germany,AS395201,Allnodes Inc.,4.93,70.40.187.21,0.0,24.46,956,5.59,5.62,0.0,5.62,"Everstake is the №1 staking infrastructure platform, trusted by retail and institutional clients worldwide. Committed to the highest standards of compliance, we deliver secure staking solutions across 130+ chains with a reliability rate of 99.98%.",https://everstake.one
q9XWcZ7T1wP4bW9SB4XgNNwjnFEJ982nE8aVbbNuwot,26pV97Ce83ZQ6Kz9XT4td8tdoUFPTng8Fb8gPyc53dJx,Ledger by Figment,664,8691471.046375146,2.05,0.5352,7,True,700.0,3.1.13,False,0.0,0.0,99.32,100.0,40.74,True,268.0,688,Frankfurt,Germany,AS396356,Latitude.sh,5.5,185.26.10.33,0.0,24.15,956,5.59,5.61,0.1,5.71,,https://www.ledger.com/staking
9fa5wcqnAQqHyn58U1vHHLuZW5GXLcoho7hKT17jGJfZ,BfxZj7ckfRGHxByn7aHgH2puyXhfjAUvULtRjJo4rd8C,Cryptology,665,9964.082971124,0.0,0.0006,6,False,0.0,3.1.8,False,0.0,0.0,99.68,100.0,40.17,False,405.0,551,Amsterdam,Netherlands,AS20473,"Vultr Holdings, LLC",3.04,136.244.110.4,0.0,19.7,956,5.65,5.68,,5.68,,https://cryptology.com/
6JKwz43wDTgk5n8eNCJrtsnNtkDdKd1XUZAvB9WkiEQ4,2LrSZWeyvFovnzVFpFPQE7Lxt64xs3s3Re9HLxMJtGwf,,666,0.06173851,0.0,0.0,10,False,0.0,3.1.13,False,0.0,0.0,99.5,100.0,39.85,False,484.0,472,Frankfurt,Germany,AS396356,Latitude.sh,7.54,185.26.10.23,0.0,26.2,956,5.4,4.92,,4.92,,
JupmVLmA8RoyTUbTMMuTtoPWHEiNQobxgTeGTrPNkzT,CatzoSMUkTRidT5DwBxAC2pEtnwMBTpkCepHkFgZDiqb,Jupiter,667,12493030.86858466,2.94,0.7692,0,True,0.0,3.1.11,False,0.0,0.0,99.53,100.0,39.08,True,590.0,366,Frankfurt,Germany,AS20326,TeraSwitch,30.99,64.130.41.137,2.79,23.26,956,6.02,5.94,0.11,6.05,"Jupiter Validator, 0% Commission, 0% MEV Commission, and 100% Priority Fees Kickback via JupSOL",https://jup.ag
FLwV8tm3pL8pZj6d927VASzPrgW51Gf4nRJuTewrfega,HHLMTHR9YoyDNsWKVJBT5AKrX86iQjkiKRFRrnaFubgq,Velox Validator,668,12351.794346492,0.0,0.0008,0,True,0.0,4.0.0-beta.4,False,0.0,0.0,99.33,98.92,39.01,False,906.0,50,New York,United States,AS262287,Latitude.sh,2.0,64.34.87.157,0.0,1.08,956,6.02,6.01,0.11,6.12,Gotta Go Fast,https://veloxvalidator.xyz
sce2zXNjLpPMcSCATTrLiQhAAvHNNMKypTFVtg2H37U,9BSZriSFS8Yb835exZwTLN19Dqy9B43yvuMAAdL3nBvz,,669,57552.272898932,0.01,0.0035,10,False,0.0,4.1.0-alpha.0,False,0.0,0.0,99.5,99.99,37.5,False,539.0,417,Dallas,United States,AS396356,Latitude.sh,7.53,67.213.118.59,0.0,0.26,956,5.4,5.43,,5.43,,
BM2vE2QqkB9fGtC34WPtM8drbgta13SBkhRq6dRG9J4J,8r4Fu6M8brgnL456RJfwxk8kN4iw1LgczfuXeuG1g4px,Frankendancer-DoubleZero3,670,66.17165054200001,0.0,0.0,1,False,0.0,0.813.30108,False,0.0,0.0,99.68,100.0,37.0,False,666.0,290,Shinagawa,Japan,AS20326,TeraSwitch,33.93,64.130.44.108,0.0,2.79,956,5.96,5.99,,5.99,,
HEL1USMZKAL2odpNBj2oCjffnFGaYwmbGmyewGv1e2TU,he1iusunGwqrNtafDtLdhsUQDFvo13z9sUa36PauBtk,Helius,671,14233446.420960497,3.35,0.8764,0,True,0.0,3.1.13,False,0.098167539267016,0.099206349206349,99.32,99.91,35.52,True,595.0,361,Frankfurt,Germany,AS20326,TeraSwitch,30.58,64.130.57.215,0.0,22.85,956,6.02,5.96,0.11,6.07,Crypto's #1 developer platform. Exclusively on Solana.,https://helius.dev
E1r4Psq84tHfQ6aPTvvDka4U3u8zPVD7gEUrH25RdxHL,8GbwASqdpw4dVcwbWUxbHXMrjyQx2aKkoBR5H1GJF8iD,Bitwise Onchain Solutions,672,6785310.843462446,1.6,0.4178,0,True,0.0,3.1.13,False,0.0,0.0,99.63,100.0,34.69,True,868.0,88,Frankfurt,Germany,AS20326,TeraSwitch,32.33,64.130.57.134,0.0,24.6,956,6.02,6.05,0.11,6.16,,https://bitwiseinvestments.com
LFGGGJtnBLvq78DyMz1gTeedM6f8owck76qHThDABBC,fVotEjqpmpQYgyVyBCwYm62BKqqTQNE6SpYnRmdBazH,_gamma,673,26234.982708237003,0.01,0.0016,5,True,0.0,3.1.13,False,0.0,0.0,79.96,89.09,34.56,False,616.0,340,Frankfurt,Germany,AS395201,Allnodes Inc.,6.66,70.40.185.142,0.0,26.19,956,4.57,5.74,0.11,5.85,"_gamma is a fully automated, on-chain hedge fund designed to bring institutional-level strategies to everyday users.",https://www.gma.fi
scb1Z7du8NVSaHFXsafSjRdXr6xBjWR3iugikL739Y1,95Kg9C27WjjrnQpgZ418hxWTeumPTyH1ENnBoimVN5PL,,674,57524.912541259,0.01,0.0035,10,False,0.0,4.0.0-beta.8,False,0.0,0.0,99.5,99.93,34.08,False,539.0,417,Shibuya City,Japan,AS396356,Latitude.sh,7.53,109.94.99.165,0.0,0.52,956,5.4,5.43,,5.43,,
sce1oTWYVXv7a7Hy2skxREozs5nwkQ4wDT8XJSi5tgE,BRrgfW2AKKYYEGVU6j1mbnoQajHTRuUgXCAPPzFgcF9q,,675,57512.628855599,0.01,0.0035,10,False,0.0,4.1.0-alpha.0,False,0.0,0.0,99.5,100.0,33.35,False,539.0,417,London,United Kingdom,AS396356,Latitude.sh,7.53,67.213.117.45,0.0,8.48,956,5.4,5.42,,5.42,,
FSVdqBzx5D4UsqBLnvmH5dFx2dCm1pTPAbQWJ1PYzTJ2,2EWi8L6xp62VgTqFo3LnhoSP5sL9CWqYxvK7UA63qK9x,,676,618.7843743560001,0.0,0.0,5,True,1000.0,3.1.8,False,0.0,0.0,99.33,100.0,32.24,False,230.0,726,Amsterdam,Netherlands,AS20473,"Vultr Holdings, LLC",3.04,136.244.96.161,0.0,19.7,956,5.71,5.69,0.1,5.79,,
9rkJMARqK6VBkcxGfKBAwnA44gPAfGxPbPsfsggFNDSQ,HimWQUK61d9wxhw7EYu9jUje7xQiDs4jKexaTSvuCmXE,,677,4624790.484873232,1.09,0.2848,8,True,800.0,3.1.11,False,0.0,0.0,99.33,100.0,31.98,True,645.0,311,Frankfurt,Germany,AS16509,A100 Row GmbH,2.37,3.126.152.122,0.0,25.11,956,5.53,5.54,0.1,5.64,,
Uf7TePem6vihMBiRg2d1ivnoNtRapdATfe5o99NuZH6,BtuCWGCncwPkxBYkxSL4UBLAXxwhfLCYufp6Pucc8LnM,Onii-chan~,678,30004.368980945,0.01,0.0018,0,True,500.0,3.1.10,False,0.0,0.0,99.5,98.98,31.87,False,800.0,156,Amsterdam,Netherlands,AS20326,TeraSwitch,33.92,63.254.166.74,6.7,19.7,956,6.02,6.03,0.1,6.13,,
scb2TYPmwHgKxXJaJNq6gHKwYkVyLKx58hz9RbCKZZR,FWwnxVb7Q59MoMraDN2k8gqkdJJVd2qu9o5iiQsxpoUp,,679,57550.087819502005,0.01,0.0035,10,False,0.0,4.0.0-beta.7,False,0.0,0.0,99.32,99.87,31.38,False,539.0,417,Shibuya City,Japan,AS396356,Latitude.sh,7.53,109.94.99.161,0.0,0.52,956,5.4,5.44,,5.44,,
Gv9gguvrAkgQtB5g5a3Un7trcHCxLYsk8vSojLmQMsWV,67qytGR1YAkdGjpJZgkvyXu7zduBXK3Jri6heaU7mVTh,,680,589960.457639105,0.14,0.0363,10,True,1000.0,3.1.13,False,0.0,0.0,99.46,100.0,31.04,False,950.0,6,Tokyo,Japan,AS20326,TeraSwitch,33.79,208.91.109.56,0.0,1.12,956,5.4,5.38,0.1,5.48,,
gUvo3g5LfH4Pd8qnG7T6MPEFa5bPr8LhDdxDahwYqis,685Njwvpn3t5a8cAfVj7R65AfCJ6XoBpca9qy15XFiTd,,681,300094.360032959,0.07,0.0185,0,True,0.0,3.1.13,False,0.0,0.0,99.5,76.26,30.73,False,949.0,7,Amsterdam,Netherlands,AS262287,Latitude.sh,1.93,67.213.127.111,0.0,19.63,956,6.02,6.0,0.11,6.11,,
mds1WWedpezW3qvgML4WgP341jZksYAy5SbMLwjP5KC,6zzAPhyFZgS6rdknHNZLcsoooZ744GtVmTDyfvRmN37Q,,682,56363.480549063,0.01,0.0035,10,False,0.0,4.1.0-alpha.0,False,0.0,0.0,99.32,100.0,29.08,False,594.0,362,Herriman,United States,AS20326,TeraSwitch,33.91,64.130.33.185,0.0,0.09,956,5.4,5.43,,5.43,,
EXckihF3qmguH5znjhfzLvHsbk2E3nEW2DqNh4MMnDMm,CMPxjQDTDyXKh3ZsKP7HLwi3tvgSVpFtLJYMxbeNZE68,,683,1535186.2797537912,0.36,0.0945,10,True,1000.0,0.820.30113,False,0.0,0.0,99.5,99.91,27.67,False,865.0,91,Frankfurt,Germany,AS20326,TeraSwitch,33.57,198.13.140.53,0.5,25.84,956,5.4,5.42,0.1,5.52,,
mds2fZEpJP688PqJHvfLxGyf2VFrcNkvjuUxNYCwjrq,5cJyfCLBfghRtoCuVJNreJgNCStqXLrhHmRhSRYtbgtr,,684,56481.134352622,0.01,0.0035,10,True,10000.0,4.1.0-alpha.0,False,0.0,0.0,99.5,99.93,25.87,False,594.0,362,Herriman,United States,AS20326,TeraSwitch,33.91,64.130.33.190,0.0,0.09,956,5.4,5.42,0.0,5.42,,
FBbqKvwLfKGZrKrfSbPJz4ymQ7zMarhRyZtu1RBkSe89,H43AYFsvhNuALQieHpLXefp1ECgEBT6oVnS4EcTsC25C,,685,2042281.7292404042,0.48,0.1258,1,True,10000.0,0.1.1,False,0.0,0.0,99.33,99.94,21.49,False,691.0,265,Frankfurt,Germany,AS20326,TeraSwitch,33.45,64.130.41.157,0.0,25.72,956,5.96,5.96,0.0,5.96,,
DNVZMSqeRH18Xa4MCTrb1MndNf3Npg4MEwqswo23eWkf,9Diao4uo6NpeMud7t5wvGnJ3WxDM7iaYxkGtJM36T4dy,Firedancer Development,686,1870875.5636294782,0.44,0.1152,1,True,10000.0,0.1.1,False,2.5423728813559,2.5641025641026,98.12,99.99,20.74,False,659.0,297,Frankfurt,Germany,AS20326,TeraSwitch,33.49,64.130.40.243,0.0,25.76,956,5.87,5.99,0.0,5.99,Validator used by Firedancer development team,https://github.com/firedancer-io/firedancer
sce3TfT81rxYYcdbP1kBFMcTK3ZBc8hvHVeXD6WLSzE,6CscV2sTXdurJKwuJ6RZnPKca6pNhqAhN57ygKga2T7G,,687,57448.432023281006,0.01,0.0035,10,False,0.0,4.1.0-alpha.0,False,0.0,0.0,99.32,97.9,16.57,False,539.0,417,Chicago,United States,AS262287,Latitude.sh,1.99,91.242.214.149,0.0,1.45,956,5.4,5.4,,5.4,,
HTeRsa3gm3CGrizMoCrtWj4uBZ1NKYcGqh8jfBu2u3Jo,G83jy4NB16A4mchfRjZvfH8SPH2TxwjSZYxh5fzg2Qys,,688,129915.46888368901,0.03,0.008,10,True,800.0,3.1.13,False,0.0,0.0,99.51,97.46,14.42,False,953.0,3,Frankfurt,Germany,AS29066,Velia.net Internetdienste GmbH,0.88,64.130.41.137,5.7,26.17,956,5.4,5.38,0.1,5.48,,
NWY18yrPHsTogTDq78HpB51D7gC5AGRsvJ5pPqSchkH,H3GhqPMwvGLdxWg3QJGjXDSkFSJCsFk3Wx9XBTdYZykc,,689,20617.0670216,0.0,0.0013,10,True,1000.0,3.1.8,False,0.0,0.0,99.26,100.0,13.53,False,11.0,945,Bucharest,Romania,AS9009,M Europe SRL,0.0,37.120.245.6,0.0,0.04,956,5.39,5.38,0.1,5.48,,
HarmonicyK3BwamKNtWnQAmUeK4GYGXXzeD9FD8WMyZi,MajorF3gAYEmUhqkoRXoL546Zim8nMa82tuUTz9LkmE,Harmonic Major,690,625543.0448756891,0.15,0.0385,0,True,0.0,0.1.1,False,0.0,0.0,98.0,62.63,10.9,False,950.0,6,Shinagawa,Japan,AS20326,TeraSwitch,33.78,63.254.162.99,0.76,2.64,956,5.92,5.29,0.11,5.4,High performance block building infrastructure on Solana,https://harmonic.gg
12bb1nuyLtkzQ1QZfmr53hAttKtFPQyHczAmfVmvqpCP,GREENr9zSeapgunqdMeTg8MCh2cDDn2y3py1mBGUzJYe,111,691,9017.965889726,0.0,0.0006,5,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,209.0,0,Ashburn,United States,AS396356,Latitude.sh,0.0,185.26.9.191,0.0,0.0,812,0.0,0.0,,0.0,Reliable Solana Validator,https://www.google.com/
138KHwTqKNWGLoo8fK5i8UxYtwoC5tC8o7M9rY1CDEjT,ASfKFAKz6fH4eip1jdLGt5Ym954kU9KYnwq2Csn9ogSz,Nodes24.io 💎Jito 0% MEV💥,692,1893.121448386,0.0,0.0001,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,402.0,0,Haarlem,Netherlands,AS58061,NT SOLUTIONS LLP,0.0,38.244.189.249,0.0,0.0,851,0.0,0.0,,0.0,Nodes24 is a reliable staking validator for your crypto,https://nodes24.io/
1EWZm7aZYxfZHbyiELXtTgN1yT2vU1HF9d8DWswX2Tp,HG7a8fgjTkQhGFTPukbTdf5FCwxVVjKzkbo6ToNswTXH,clockchain,693,3.168468164,0.0,0.0,0,False,0.0,3.0.6,True,0.0,0.0,0.0,0.0,0.0,False,149.0,0,Bucharest,Romania,AS39737,Prime Telecom,0.0,89.18.7.70,0.0,0.0,876,0.0,0.0,,0.0,Clockchain technologies,https://clockchainstake.tk
21ifz3VR6GKff7fQ6eMR18SZiYLUxxpp4tEHX5dJLMtF,A2RvPgsyiLL6ZzMhFgcZAbuBFKgE76AG39ZZzcpuNJAy,,694,2.2105861840000003,0.0,0.0,7,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,392.0,0,Naaldwijk,Netherlands,AS49981,WorldStream B.V.,0.0,80.79.7.103,0.0,0.0,812,0.0,0.0,,0.0,,
21REqzFbJJb7itcv2QzkjvHuCR9PyzXV1uw9251JZq1V,8HA2gPaMXKXJDXpbFVxrmTDCtZZDPuEJqP3Vu3xwyq6M,,695,1.000000001,0.0,0.0,100,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,168.0,0,Helsinki,Finland,AS24940,Hetzner Online GmbH,0.0,,0.0,0.0,812,0.0,0.0,,0.0,,
2249hvjCFuZuo9re9fjhmkg1zQxdwveHu8fst9gHLptB,4dqfCZxduEjqU8pAoBF7jtWezU8518MSQSq9gfCbLuEK,,696,85.51533898800001,0.0,0.0,10,False,0.0,unknown,True,0.0,0.0,0.0,0.0,0.0,False,446.0,0,Ogden,United States,AS18450,"WebNX, Inc.",0.0,141.98.216.131,0.0,0.0,812,0.0,0.0,,0.0,,
