token,sandwich_count,usd_price,symbol,name,decimals
Bx3d41KjPvYe7jm3qoDjF7FuEYf6HdXsP9F36vJVdX29,326.0,7.9146619312926e-05,UTYA,Smoking Duck,9.0
J5iQHPozfWaU4mD4aPYHYCyR71P4JBWNNuba27qwzRJh,303.0,8.3360559676492e-05,5,5,9.0
2e13Z9fLoUSXLgwaFWPMhQjRQsLR1ekn588ctrLEKNy9,339.0,8.325219075286e-05,BELIEVE,something to believe in,9.0
8z69bRrPuG2NfzV9Pu2LCaLCAESYkDeT5FcMSn5AtMQF,273.0,7.9853516870791e-05,SILLY,Sillycoin,9.0
CyFcubZLynexx45n2GrJfHseR2YwR48fbEEapuMPEMfV,308.0,8.9081482937336e-05,APES,Apes Together Strong,9.0
2DBFrvEtUZhgBeU5t9UP1VFK5Eig8xAjbWLbVS45yLfv,295.0,7.9118781331177e-05,autism,aslgtfh2fstu86ro059uagvol+kartlk,9.0
E8JZeGXNxdNjetW3yHvCStVARVBJu3xdtjcHtuJEmYU6,330.0,8.3724074252866e-05,ClawCode,Claw Code,9.0
HRFBCuEfrfMuRUuDngj5Pidq6csY1nyhqEG7dsKcQq56,343.0,8.1901798261182e-05,SILLY,Sillycoin,9.0
AnbhSk1u785kuy19SyRmi67RLEoM4r8pnb4h5MNyBTD5,281.0,8.3096157429562e-05,AiAnimals,Ai Animals,9.0
3Ur5oRjk8dSGiJXzbuWU7GQh5ML9isaNvSHN7PymQBnY,278.0,7.9912621085237e-05,京东🔥,京东,9.0
AMM1WymG7rPCpjaGVHVqPug8u831NaAciH84h2q2ZSsz,293.0,0.0003831950003268,003,Analyst #3,9.0
7G83tnw91BhbG3nWvUu3EJ7whhJhoUpoZcJQ2tGUJpg,290.0,7.9290435880383e-05,京东🔥,京东,9.0
7sYPu1oWhzddo3o8VcjzGzxpfmE3Kz43FjZNBtyo2qCW,516.0,,,,
zvm18QCu7FG336penqizKWewPxeYMcbBmjuWKzwGDwC,279.0,0.0003860932541925,49,7x7=49,9.0
9WXYWBWQcebC7zQXzLSMn9yy69FgzdcqiyWTKdxpbLDj,274.0,8.8043540728037e-05,JEWS,The Jews Did This,9.0
7BwFFSETjBTKe4hwozQswbKbyWYbrbbFXSzRrUSMJVj2,193.0,,,,
FRqyZhcTEb8j5PqKiiDSPwTSRqeiR182VrcmS1T5bjFw,506.0,,,,
2afkgnudiqEpmj9cBdBDN6Lkvf3MACEF9G99fdA5n32B,298.0,7.9734226439727e-05,Mr. Bean,Mr. Bean,9.0
45qXq8Jv4aurin4NTKb3QFxXFsq221czVpZDqUi1yCsq,283.0,0.0004065481262615,Satoshi,Adam Back,9.0
3huHJtdUv5VLiEnajGkhW4zndsjw4F8YW8fbTXRDL4XR,405.0,,,,
CaRExZ2d1yTMgauJH621CGskyYRCGy92n3ZoWgdf7mXK,400.0,,,,
8XwMTTXawcaDEC9i44ey3dwRCgQFHdfUdW1kLHVJZdjw,400.0,1.151658828812501e-05,BLOCKADE,If U Block Me I Block U,9.0
2mXSG7fgLJwPQsdZJ1FNmE5PbgTcv2VRc46zU7hzdpVe,399.0,1.131374222837e-05,up,up,9.0
B3nycShUzuumNKVxt2Xm4T1AuS614XWBcJJtRJqfyA8n,367.0,0.000405357274213246,Ban-Chan,バンチャン,9.0
9tx92228HaffL88tdtoMYyfAnGBbdrqnYWmo3TMDsDBs,350.0,,,,
8H673PKdbLbbiHWN64AZEF3yZaMNgkuqxDFWkZumFr6w,350.0,0.000402055328406006,Fuse,Fuse Mode,9.0
9K6rHzqJyTcVvKWmoZAJUS7DMGGbF4fhjtTi3unsf58r,325.0,0.000151506059169009,Elon Musk,Official Elon Coin,9.0
73PVK4WEkG4ze4yhsMoDfN7r654XjvEnf5v8z35muP43,325.0,1.1341879964777e-05,MIMI,Mimicoin,9.0
5Khae7SiLYaSCVMLfCxoGgsvzZvWB8yC27b4ZPa2b5iV,322.0,,,,
DBTFXFFqPFvrQjgL9au7nywNfYJawksYnwkYCKWZvFMi,312.0,0.000406988300760673,MarsCoin,MarsCoin,9.0
J5RGLxsw8138wBGspbZzFRBnXLQnpPgprsZtN8WUhHGz,303.0,8.266136791247e-05,X,X TOKEN,9.0
53ct51PTbUjx2jj5CSFzsJ2YW4Uz44jfYgBMRiXGaQHU,300.0,0.000419398133420728,MAN,A Eulogy for Man,9.0
5WVzrNdEADAYwdX6yAY8GvARFk2fPYxfKX5vGTCDBA8k,288.0,,,,
Bqsjo6mTTgwHarxu4x6NJ13shw2t38vkACEqBwmEPQof,288.0,8.00594876685e-05,eUSX,eUSX,9.0
UrMoCLBw1T7aAZaSc8Yvyu1idStnBJ9mU8LCYrpoA9w,285.0,,,,
5zcY7EPCCCY9WjmaYzefUTF4WsPueWeuzFimevsHoikN,284.0,,,,
DW8P5TcXXsUFpwUiKfNNXNdbn4DzBbpqUy6P85wipump,282.0,1.080042569222878e-05,SUKI,SUKI,9.0
EUTfMvgxSCAojqH5NjFstjEbTHbqjjpC9ibejji4cjag,281.0,0.00023337726051428966,AIDS,AI Derangement Syndrome,9.0
6C5w6zsg1cQRhzmF78ix72z6Gds6rwzyokXeVGXvDXBW,280.0,0.000204408350152984,ELONDOG,Elon Robot Dog,9.0
5e5YybQQUBNRNwqpQqXZvUzKVEJGtzCdxHux2mBnq1gE,279.0,0.0003057031720566572,Banana,Bananacoin,9.0
CL5F1cidcga5n67QS4MW4ewpkgvz9fwEMVFQPuo2oCg6,276.0,1.1275974656722e-05,Marina,The Unbroken Cart,9.0
3jSpePHNJQrfq9j3CmC1hFkQXwhW7bWYT5XREw3DHUyE,273.0,0.000214066438664199,MONKOO,MONKOO,9.0
hLLR8TE2tRhYaFCHBH3qCAtuPPikKLsvsQQ4y9ceohb,271.0,6.3312803173715e-05,RBBT,Rabbitcoin,9.0
9zEp6cZifKWHPc99d8XK2hepwtg1cyqMC7AMDpouQojs,269.0,1.1365306062575e-05,MM,Major Mayhem,9.0
81oQoanWahYiU5VccfSonSxkwgQAvuLsfL7A4CaGGgzd,266.0,,,,
H6wNiKKimAm2BU697MV9JXAZ6JSY7iMSuod3LLSiN3bU,265.0,,,,
4p5BVbmAbQypz9fp8eWuVYyxEGd256JdNmiAFh3LNqnZ,262.0,7.8977627979193e-05,Goose,Aesops Fable,9.0
ChDLeyvy9VuW3rYGpVnu4GLzUUiRe6jLpNLFywP5pU5P,261.0,3.7913439570285e-05,BLONDIE,Justice for Blondie,9.0
J3XR2yTaXiuTvAbSxcxRDkHddyWHseqbiqC5yqgtrXZ3,260.0,9.1402447365134e-05,雪山救狐,Snow Mountain Saving the Fox,9.0
EPcHivtvujiY4cjhJYFvcpqhGFVDPyskZcmk7WsHk7qS,257.0,8.2245228395542e-05,SILLY,Sillycoin,9.0
HsbSokbf7U6bvVakoPHGhTN9gVJCNZyDymHVPpARAzEq,256.0,,,,
EF2wo1wHivABRAdDP9GLemCHMBeKxGCHYyzqtyknPLVP,253.0,0.000350431168698575,1SOL,1 SOL and a Dream,9.0
4bGNohcRo8UmCpKG1KmQoYKAQdhwJfmicAKpTu8MntWj,251.0,8.2562305216398e-05,SILLY,Sillycoin,9.0
zg6QMYuFhHTVHmxtmY4NxPR137o4cDx5YHXjzvadh7a,242.0,0.000408342201042405,AIPAAS,AI Psychosis As A Service,9.0
C85MvhVTwgPTC6VXA9xUpQ37QAtmqAdHsEDxMwHVQ1Jp,241.0,1.939017657755e-05,HEART,Heart Butt,9.0
CircFKDL5ii1XLLThdi86Y3utiWsLwCaPKh7SDzA1nSW,240.0,0.00030698431743849,ReFi,Retard Finance,9.0
za9QPs8T5mm8WW4XFbAc77raAdb4XjiigTAv1Z6MipX,239.0,0.000417321489882059,MAN,A Eulogy for Man,9.0
7cMb8Co6Rkj1dAwqVGt89XqbNcwAYZAA2H3mtj5gdv1P,239.0,7.630313739056e-06,TROLLER,TROLLER,9.0
H1M59YcRgUdryBfzqtwzXbanUwPiavgqMAEoGjPXZtPC,239.0,9.0900767423869e-05,张雪峰,RIP张雪峰,9.0
CHaBMuomawVyFSMi8SNPoG7WNq82byD7vZEuy7vyTFDU,236.0,5.7768476936809e-05,Soap,BitchUneedsoap,9.0
9WYREK2DzPRwDppFA1AhCPiWYgQe2jBx2EXsGbTHaHg5,235.0,7.9670643860907e-05,SILLY,Sillycoin,9.0
FrKNhbZJm3ZgKb1XJM24axsHmWwRx3nor9Y8CwUgumpT,234.0,1.6610825204168e-05,CHICKY,Chicky by pikimoves,9.0
5cmfTukEKEnhDe1Z2jFtenjw998tvnks3EukSsLJ9ut9,234.0,6.1824791957229e-05,WUJUK,Wujuk,9.0
3dNLTpvTp2WoJwTR3FMb7XT6KYR4BfD2YjecdD5r9RwP,232.0,4.305644060978298e-05,JOSH,Josh Richards,9.0
FppspdGVuZ2PmHKeD6xQo6hCfJ2uaeTnwU3JtXgWgWDD,231.0,8.3474019796621e-05,DIVERG,Diverg,9.0
2fBtnoALn25GdLzip36a3AhLjFfBNtLo8m7MH92WhFvA,230.0,8.4245059273646e-05,MEW,mew,9.0
GsyDQsV7ijA6dC6ejx3AQ8Qe7VSjeRvggVQRyafZ2CXp,230.0,8.1895998116752e-05,PQC,Post-Quantum Coin,9.0
GVCD7K22NeA32q7D9i9P27nznqAaHX2uGorrxhUBnfHD,229.0,8.028530826282e-05,CT,Crypto Twitter,9.0
FhaLsSpA14C18b33eea1aAnf5Dg3Qjq5coNgRQ7LAcE7,228.0,7.9398070000835e-05,FEET,Feetcoin,9.0
8emBkVdR8z42F1f4rvtkuKEQTkibn27nurig3eruiryq,228.0,3.422819499972282e-05,🪑,🪑,9.0
29PbuW4bfW5F1Q2RDegZiqKSwz8endtS6GNF2uWBu9Vn,227.0,9.0395300169633e-05,OIL,Liquid Gold,9.0
2LbYnu2hRGDjQQy3cv5mbndqRBgLCuXrJ3RQgKwRgCaC,226.0,8.2779521553712e-05,Praying,Praying,9.0
9EVorGvJnraJ37ApUchCD7AiDzTBWU9TMfvgwc4Acj93,226.0,7.9828641917619e-05,SILLY,Sillycoin,9.0
9p5Wih4oyHHpmfurUGoDLM4Ebo3BUKBXy1JXdvmMknd8,225.0,,,,
B8g2UyTenWVQRuFhfjau3hqLMm8GrWWyrezj8H33ZWTH,224.0,0.000398845252419956,P.E.N.I.S.,PersonalElectronicNicInhaleSys,9.0
FoU6ZoSxTLeADnumC5sGGs9EYCZ3GhTmdVgTPVYje5vR,223.0,,,,
Dfh5DzRgSvvCFDoYc2ciTkMrbDfRKybA4SoFbPmApump,223.0,0.0262971163915759,pippin,Pippin,9.0
8K17YiA2WhyCahiHttXUpYYAU4K92PEBdKCjoEK5NNFN,222.0,0.000413875669223191,SNDK,SNDK,9.0
3TN3GR9iY3HnyZf6vCcNPunAYoKRu6oztkiGe3n7pump,221.0,4.22421942344127e-06,PURP,PURP,9.0
66nd4H6pUzbaLvv8C5GkCXHf8hNDaXnZJ5a1aBeQQoe,221.0,,,,
2QNzmAZpgiwVnBkgHuKsUs4ZsiC5HxgHh8tdeWgZpKiS,221.0,8.0091330998208e-05,Jeffwee,Jeffwee Upstein,9.0
419e1wj9uNrQsUnsvvYDjmknCVCbiZKdFhihP2ozCZUv,219.0,0.00022553446669406,WIZ,Wizooord,9.0
DcufGWTQsb7bKK9Y7XJpa3DtwN4Tsr9c7YK4woA6pjss,218.0,9.2100749425858e-05,特朗狗,Trump Family Dog,9.0
3cTNUQcutB3mSzCpWwLyj5NKeVKdwnHMRuPknjS97LNt,216.0,7.9146619312926e-05,京东🔥,京东,9.0
nLk7j47MjQPMoH8M2rxjPw8xPYMwLoQtxk7nx3JSJtx,216.0,1.1245002747448e-05,emi,Doomer Wojak Girl,9.0
HfuhZZEkQZ6LuzerHB2xTpDakart1TiTK856WgAHvkmg,215.0,7.9186979822046e-05,Link,Copy The Link,9.0
5x4kUmWeinTT1TGwxu9RcQXP2enMLhLQ7LS5PqzrQtLf,212.0,8.0320713883744e-05,flying,this shit is literally flying,9.0
2erd5PqoVcGagvWEVDfWB4RjwdewxDC1UtMg3MZWk8XC,212.0,,,,
7zeYMVFrRZpPvucDUgaGG4DUtr9G5f2PUQ7GtG7kUxhq,209.0,7.9707970506983e-05,SILLY,Sillycoin,9.0
5H86cGr8tiW4rh4iqSHz5gsSCGLZvHsnasqh1mZaG1kV,209.0,0.000389668158669976,CHIMPOUT,CHIMP CIVIL WAR,9.0
Dh6uRjfTnQch4RjoPg3aZUZe9NG1B3tR7KrK98ro7R8E,209.0,9.1861519152338e-05,돼지,살찐 못생긴 돼지,9.0
A8Fdc9jdSBeDEyqHiFc1oVBguiBniUUefsBd7aSabZaM,208.0,0.00020637106403694,O2,oxygencoin,9.0
BXUHmBsrGYnYKtRd3frCACJMPQRCdQVSMqHmdxtp9vzd,207.0,0.00012141813462129513,Jeet,JoinEmploymentEducationTraining,9.0
J5Wz4avgtq5HMy8wk9HBtH4i3rvSwgafTitXsswKokHw,206.0,1.1325992822846e-05,MrTeak,The Origin of TripleT,9.0
5sCbpsaSrCVfvJkqYixfdLFs2asGLRqv3bEzQ6a4K31D,206.0,3.4522120675138e-07,Computer,Grok Computer,9.0
CXMzYQCrwm1zgfhFpeZJjazAmPtAtsy7sk6HUDJSuhFE,205.0,9.2689144691559e-05,CAPTCHA,Captcha (captcha.social),9.0
HGVfK4AHXmZPHMNZuYPAeGHVhAocd4ku3uGg2CyK1MS2,205.0,8.3858546835872e-05,Praying,Praying,9.0
CuN4ppP1HWpeJ2qY67sXGR8f1ZmfaW1baEmSUBWMp2Pz,205.0,0.000393485767722983,Muskanity,Pope of Muskanity,9.0
F8t6ZynJ93g8grC3peyU326JQDEvcNiJo347JYDvpump,205.0,1.64622302418844e-06,banana,banana,9.0
C8Afb7aj9j6vBVP9HNJ4PkkhijS1G3BnxZFahHcyEuV1,204.0,0.000154373566941069,ترامپ,ترامپ رسمی,9.0
4ivyvLY9FekuvMs9Hi4eAfTVU5SZuGZiBkP7JGydtk1c,203.0,,,,
E96R8S3ZCeApPyD1DDUDPxnNscceJ5b7mnEmfBg6oyrm,202.0,0.000395467209949951,AMURICENS,amuricens,9.0
5gPnP1jjxMU13jNiFdWGhQ2XCd9FD1vbU2QGmbLUuZkb,201.0,8.9043354790914e-05,horseballs,horse sitting on balls,9.0
52ywA3nhDnpinP6j3iYCBxgXc9epeNJMckooYJR9aMYC,201.0,0.000407951673138586,CUCK,Cuck Olympics,9.0
ww7zUt1qGZNNBfY8oPwYc1tFFg5tnVEAG1KkVnmYQRq,200.0,8.88006399109121e-06,COW,Cow,9.0
8Am6Db3rUGgCUjeNSjmosWToSiCcLmaCpuyoiSrZ5q2L,199.0,6.5788359530517e-05,PLTR,PsyopTrumpUsaAssElonRizz420inu,9.0
ETLb4p6gEY9ZvJdohUSp6QNZyTnJvNijeNdJ2kBvzrQ1,198.0,8.6685800005216e-05,T-FART,Thermal Fartcoin,9.0
EGkTow3n2DEY99o2ViqvkFGwEjAijyn5QDiNhqRKGYbj,198.0,7.9313306239187e-05,GETCLAW,BITGET,9.0
GqRY4oHXMvEnTkUVBX62g5gEtKNTTwAmfXbX98seLLaV,198.0,7.9286491838765e-05,flog,flog,9.0
oWzsamiBZ5A5qkecEuUPzkjmnH2vCozFuMxEfPAC15N,198.0,8.0221923683738e-05,Benjumin,Benjumin Nutenyahoo,9.0
AXeWeUH5P2LobTPXF7KxNUQrZijmgkJaNNA4UL2kDHTb,196.0,0.000419340000222141,PAINT,Paint With all The Colors,9.0
6o5A4gFrxzcuatYhim69aQiW3N1KtTJ3p7ng41JJ5e9X,196.0,4.7510402968146e-05,AE,AMERICAN EXCEPTIONALISM,9.0
5oQ3u5dHtF2zHdJc7n2HHxRrCq9GRK3XepzycAsbKmnE,196.0,0.00012319915220246021,AIDS,AI Derangement Syndrome,9.0
FG1oP3NAYaNT45JSSaLn26WUTQatfqvnkvLFncKDNxn9,195.0,9.1242221082824e-05,Peace,Peace,9.0
DmxBQtUoQm8eTTHAraBgbZNeb3n4PpYfUpbBiUiCwsgp,195.0,0.000266877835859382,Moodinu,Moodinu,9.0
7n7XbtREi9tbfDarCpZVC9nkSoufutijM1FoWrssX2Ck,195.0,0.000393545280754789,Iron Man,Iron Man,9.0
5TiakAk6R5aDjGhdQ8osQmsqADTbNVg5srLA1J3GwzHj,194.0,0.000364315058772887,MONEY,BIG MONEY,9.0
6Tkae1tFoPErCQDfDjjbvkrMVXtwjrRXVo6d2Untpump,194.0,1.57776811417624e-06,GONDOLA,GONDOLA,9.0
BxujuLSfVGcvwqkQcBPVRYk9WbWtkLtcdCFSxrxVVgzT,193.0,8.4484408824206e-05,Eugene,Growing Eugene,9.0
DGHQh96uVwbW7bsEooWxf9SQ9drnakgf1qFDCHB6ysfx,191.0,0.00041977272435358,NODES,nodes.city,9.0
