token,sandwich_count,usd_price,symbol,name,decimals
q21Cctha72GJnAMXp8749SFaskXVK5tRFC5BPG2NHf5,5329.0,,,,
HyKmaUakvbVjFSVQLdvfQcyo9nSMscdcAPJfSExqSzxc,5328.0,3.4490294163442e-05,neitzshce,fredruc neitzshce,9.0
BdBcudSNrWP3PzZgFGJMgd4wy3gbuF1ZiXxfFX9Su6r8,5321.0,4.566692123972e-05,UrMom,Ur Mom,9.0
4yHUfcxbooTWv1NDUmwx3FQq9ixmb76dAFotojSbBD8r,5258.0,0.0002878437039176,Rock,"Buy The Dip, Sell The Rip",9.0
Gx8djN51aGycHyGs84Sg1DjeH8JMBMcLVbaZZ7V4ac5i,5257.0,0.0001066768814429,hijabunc,hijabunc,9.0
CFkZwasoJ1Ao7pfqG8MAudvG51pLqQVWhhD9GWsaDAWJ,5222.0,,,,
6ypLgCYKrREoWN8Q26Lf3RLfXjjPwt7hsa1bVJgwWw6J,5218.0,,,,
ELy2aKXwSmvFgxhLMVjbrkq9qJDccyT2Y2di7s4vjvq7,5204.0,0.0001559515135797,$FAST,PUMP THIS FAST,9.0
46W2Hmxy5ugUNEH7qVW7RbRoCab7Yh2MecQeZuxJ3rYR,5127.0,4.3600675180429e-05,SETI,UAP Coin,9.0
5ohBqLgmccJstRhrFskitBYa7DtwQ13HZmFzH8Wepump,5083.0,3.87989147945779e-05,BOAR,NIKITA BOAR,9.0
6MFiqqkS4MUwmkoa8sj5UJcFzJGVxHD1yEpoyRRUdoge,5079.0,6.60598623867702e-05,TARO,Ryotaro,9.0
8ouHXfF8Z2q6TEJCTHssevd9dfWh8KRAwnhTjRPXH1nV,5078.0,4.5200494037637e-05,shitcoin,shitcoin,9.0
Fddmu8RUfqYKAnfS1WJTwZ2RbCruzWZ2TuvsvJWf6BXe,5067.0,0.0002507615280847,SPECIAL,special coin,9.0
EDPQuZwVFvxK79Kaw3FkWTWRSb8i4itY9ebiwSBB6AQn,5047.0,0.0001772579496998,ISOR,Iran Strategic Oil Resource,9.0
AAqMHEXwxAvwLH88kYoG38ji8a5giTMR3XGfUX1ity5o,5027.0,,,,
4XxUcG55WLQEVUMEN2UBdJmH7iSt4ULeRtZanq7xwGN3,5020.0,0.0001881861948643,$THESIS,THESIS,9.0
F1SbvGa21RcUBT5zwHDARhcr83SnGCZuMGx9UPz7q5B8,5015.0,0.0011520423943945,PLUMBER,PLUMBER BOB,9.0
BknDhrNLP5cAX2kCY69c73uRutfzhWwPork6kc3ifULN,4966.0,,,,
H6DFaBoF8Rtmx1xMw6KFEZDmd8J52C4MJ9qN9viwwR4K,4956.0,,,,
G2w6GSL474H5YRfGP1vCXSNxYMdPYmemC1Vk4iCF9tfs,4953.0,0.0004307374813635,BTCJ,BitcoinJ,9.0
96AFwUUdw9WyJJ4Cyjip5j36aJKPZB5totM8xqokbwPe,4942.0,7.3201522473643e-05,POKESTR,POKESTR,9.0
FBUkUHwDH64pChfCCF6CCc6aT498hJR4sNEEHMXouLD5,4941.0,4.877221889648e-06,MOOYOR,Moo yor,9.0
39XDsqwb5BaUtVrAzAxJXqWDr3yukgZthBpRqm9zHrd5,4935.0,,,,
C3xmDQEpMuA2KLgQdGARGtiv9MoB5AtVNpJTkREwLC3r,4924.0,0.0022718853037948,Mukhtar,Hachiko of Crimea,9.0
R1u3aZar1QhYGc65VJU6gMXXYcnv2gVaAnL1v5HtQsu,4917.0,0.0001990993122673,Rojo,Rojo,9.0
2VDEFrRv33nEma5DMxvLu52WiDaBCQFK76F2t8EsUPeH,4893.0,8.3330928481552e-05,GECKO,Sisyphus Gecko,9.0
3y3gHyQ1hiTaydEBAZE7jv537ovnU6MNkoQKf9HB4rjE,4812.0,0.0001187127709944,UYU,The Face of Unemployment,9.0
3jSpePHNJQrfq9j3CmC1hFkQXwhW7bWYT5XREw3DHUyE,4774.0,0.0002140664386641,MONKOO,MONKOO,9.0
M4F54GD1Lu71KuL8xXV5MAMJ23bMtS7z6qSTr4bvZ8k,4742.0,,,,
4dHCdhvEPbGEKax4ZrBBnBFGEWpfNYLnbKTqCP7iSPXn,4710.0,,,,
EUTfMvgxSCAojqH5NjFstjEbTHbqjjpC9ibejji4cjag,4686.0,0.0002333772605142,AIDS,AI Derangement Syndrome,9.0
9XXRW8hK6Qns7X1irrDHUTSURFisJa95UkzA1rt1xdTJ,4652.0,0.000101418831906,キック,キックくん,9.0
6RaeTbs1DF8C6Rc81C6Ut1rPCGRZzUoHsYV6v2CwNqz9,4643.0,,,,
GDV3uYqbpRfArgKz15KQZ1YiPE2GL3CUYr14rNqBPGdz,4605.0,1.0214440208917e-05,Ghost,Ghost of the Ozarks,9.0
7aqEQFFpNQcBMxDDTWHvwUxT7E9AC4ZcLCDLwvopBfQS,4591.0,0.0001394006042604,돼지,살찐 못생긴 돼지,9.0
25do5Lh9aUFyDxS92zQ8xpzaS9dNPVE9SMvTrwhmeZHL,4548.0,7.4333882303106e-05,PEPE,PEPE,9.0
EQanEn3e179jd318bwFpJDEz5LLFBGCauTSNxizCVNhd,4525.0,0.0001303206068715,bitdog,bitdog,9.0
FzaCYkfFyTYUN2whdXzBC4LX5gFuzL2yPFTnrGDKr5xj,4499.0,2.84424951228854e-06,NGOGO,The Ngogo Chimp War,9.0
2KHKtYMjwEdvE5VEH1T7f56WkjLNTTfue6G8FJS4skVR,4466.0,,,,
D9BRaDDVX7NHRaGmb43CAQSg35hEfzFTeYKbiRU7iTDN,4456.0,,,,
6KMZ5qPPumxp9QU4atsURC73LVqTr6fH1qMXwxwd5wpt,4428.0,,,,
3pNDBw8Lme8T5VoJxagWcknabubtyhdecfd5xRhn51K5,4420.0,0.0003758940054497,HERMES,Hermes-Chan,9.0
USD1ttGY1N17NEEHLmELoaybftRBUSErhqYiQzvEmuB,4415.0,1.0,USD1,World Liberty Financial USD,9.0
Bo7U1aP3dt9pCxvz5MqqiX9rUByhXAFhaJ2HvAfUQBck,4404.0,0.0002093961661427,SPCX,SpaceX,9.0
So11111111111111111111111111111111111111112,,80.0,SOL,Solana,9
